orden,excel_row,tipo,cava,area,balda,linea,sublinea,es_checklist,entrada_sin_checkbox,vino_sin_cantidad,cantidad,cantidad_raw,nota_post_cantidad,texto_excel,item_id,item_part,item_total_parts,item_entrada_completa,item_vino_sin_cantidad_completo,item_cantidad,item_cantidad_raw,item_nota_post_cantidad
884,1007,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 8,Linea 4,,True,Monopole Volnay Clos de la Barre Premier Cru 2022 Louis Jadot x1 Línea,Monopole Volnay Clos de la Barre Premier Cru 2022 Louis Jadot,1,x1,Línea,- [ ] Monopole Volnay Clos de la Barre Premier Cru 2022 Louis Jadot x1 Línea,I0594,1,1,Monopole Volnay Clos de la Barre Premier Cru 2022 Louis Jadot x1 Línea,Monopole Volnay Clos de la Barre Premier Cru 2022 Louis Jadot,1,x1,Línea
885,1008,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 8,Línea 5,,,,,,,,Línea 5 ,,,,,,,,
886,1009,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 8,Línea 5,,True,"Domaine Trapet Pere&Fils Grevey- Chambertin 1er Cru, En Ergot 2022 x1","Domaine Trapet Pere&Fils Grevey- Chambertin 1er Cru, En Ergot 2022",1,x1,,"- [ ] Domaine Trapet Pere&Fils Grevey- Chambertin 1er Cru, En Ergot 2022 x1",I0595,1,1,"Domaine Trapet Pere&Fils Grevey- Chambertin 1er Cru, En Ergot 2022 x1","Domaine Trapet Pere&Fils Grevey- Chambertin 1er Cru, En Ergot 2022",1,x1,
887,1010,BALDA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 9,,,,,,,,,BALDA 9 ,,,,,,,,
888,1011,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 9,Linea 1,,,,,,,,Linea 1,,,,,,,,
889,1012,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 9,Linea 1,,True,A Lisa Bodega Noemia Patagonia 2024 x1,A Lisa Bodega Noemia Patagonia 2024,1,x1,,- [ ] A Lisa Bodega Noemia Patagonia 2024 x1,I0596,1,1,A Lisa Bodega Noemia Patagonia 2024 x1,A Lisa Bodega Noemia Patagonia 2024,1,x1,
890,1013,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 9,Línea 2,,,,,,,,Línea 2,,,,,,,,
891,1014,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 9,Línea 2,,True,"Chateu Leoville Poyferre, Saint Julien 2009 x1","Chateu Leoville Poyferre, Saint Julien 2009",1,x1,,"- [ ] Chateu Leoville Poyferre, Saint Julien 2009 x1",I0597,1,1,"Chateu Leoville Poyferre, Saint Julien 2009 x1","Chateu Leoville Poyferre, Saint Julien 2009",1,x1,
892,1015,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 9,Línea 3,,,,,,,,Línea 3,,,,,,,,
893,1016,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 9,Línea 3,,True,Chateau Figeac Saint Emilion Grand Cru 1982 x1,Chateau Figeac Saint Emilion Grand Cru 1982,1,x1,,- [ ] Chateau Figeac Saint Emilion Grand Cru 1982 x1,I0598,1,1,Chateau Figeac Saint Emilion Grand Cru 1982 x1,Chateau Figeac Saint Emilion Grand Cru 1982,1,x1,
894,1017,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 9,Línea 4,,,,,,,,Línea 4,,,,,,,,
895,1018,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 9,Línea 4,,True,"Chambolle Musigny Premier, Grand Vin de Bourgogne Domaine Comte George de Vogue 2022 x1","Chambolle Musigny Premier, Grand Vin de Bourgogne Domaine Comte George de Vogue 2022",1,x1,,"- [ ] Chambolle Musigny Premier, Grand Vin de Bourgogne Domaine Comte George de Vogue 2022 x1",I0599,1,1,"Chambolle Musigny Premier, Grand Vin de Bourgogne Domaine Comte George de Vogue 2022 x1","Chambolle Musigny Premier, Grand Vin de Bourgogne Domaine Comte George de Vogue 2022",1,x1,
896,1019,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 9,Línea 5,,,,,,,,Línea 5 ,,,,,,,,
897,1020,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 9,Línea 5,,True,Vosne-Romanee 1er Cru Les Chaumes 2023 Philippe Pacalet x1,Vosne-Romanee 1er Cru Les Chaumes 2023 Philippe Pacalet,1,x1,,- [ ] Vosne-Romanee 1er Cru Les Chaumes 2023 Philippe Pacalet x1 ,I0600,1,1,Vosne-Romanee 1er Cru Les Chaumes 2023 Philippe Pacalet x1,Vosne-Romanee 1er Cru Les Chaumes 2023 Philippe Pacalet,1,x1,
898,1022,BALDA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 10,,,,,,,,,BALDA 10,,,,,,,,
899,1023,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 10,Línea 1,,,,,,,,Línea 1 ,,,,,,,,
900,1024,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 10,Línea 1,,True,Clos de Vougeot 2019 x1,Clos de Vougeot 2019,1,x1,,- [ ] Clos de Vougeot 2019 x1 ,I0601,1,1,Clos de Vougeot 2019 x1,Clos de Vougeot 2019,1,x1,
901,1025,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 10,Línea 2,,,,,,,,Línea 2,,,,,,,,
902,1026,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 10,Línea 2,,True,Echezeaux Grand Cru 2022 Louis Jadot x1,Echezeaux Grand Cru 2022 Louis Jadot,1,x1,,- [ ] Echezeaux Grand Cru 2022 Louis Jadot x1,I0602,1,1,Echezeaux Grand Cru 2022 Louis Jadot x1,Echezeaux Grand Cru 2022 Louis Jadot,1,x1,
903,1027,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 10,Línea 3,,,,,,,,Línea 3,,,,,,,,
904,1028,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 10,Línea 3,,True,Angelus 2016 x1,Angelus 2016,1,x1,,- [ ] Angelus 2016 x1 ,I0603,1,1,Angelus 2016 x1,Angelus 2016,1,x1,
905,1029,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 10,Línea 4,,,,,,,,Línea 4,,,,,,,,
906,1030,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 10,Línea 4,,True,Angelus 2018 x1,Angelus 2018,1,x1,,- [ ] Angelus 2018 x1,I0604,1,1,Angelus 2018 x1,Angelus 2018,1,x1,
907,1031,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 10,Línea 5,,,,,,,,Línea 5,,,,,,,,
908,1032,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 10,Línea 5,,True,"Latricieres - Chanbertin Grand Cru 2022,Domaine Rossignol Trapet","Latricieres - Chanbertin Grand Cru 2022,Domaine Rossignol Trapet",,,,"- [ ] Latricieres - Chanbertin Grand Cru 2022,Domaine Rossignol Trapet ",I0605,1,1,"Latricieres - Chanbertin Grand Cru 2022,Domaine Rossignol Trapet","Latricieres - Chanbertin Grand Cru 2022,Domaine Rossignol Trapet",,,
909,1034,BALDA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 11,,,,,,,,,BALDA 11,,,,,,,,
910,1035,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 11,Línea 1,,,,,,,,Línea 1,,,,,,,,
911,1036,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 11,Línea 1,,True,Chateau Margaux 2015 Grand Vin Premier Grand Cru Classe x1,Chateau Margaux 2015 Grand Vin Premier Grand Cru Classe,1,x1,,- [ ] Chateau Margaux 2015 Grand Vin Premier Grand Cru Classe x1,I0606,1,1,Chateau Margaux 2015 Grand Vin Premier Grand Cru Classe x1,Chateau Margaux 2015 Grand Vin Premier Grand Cru Classe,1,x1,
912,1037,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 11,Línea 2,,,,,,,,Línea 2,,,,,,,,
913,1038,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 11,Línea 2,,True,Chateau Margaux 2021 Grand Vin Premier Grand Cru Classe  x1,Chateau Margaux 2021 Grand Vin Premier Grand Cru Classe,1,x1,,- [ ] Chateau Margaux 2021 Grand Vin Premier Grand Cru Classe  x1,I0607,1,1,Chateau Margaux 2021 Grand Vin Premier Grand Cru Classe  x1,Chateau Margaux 2021 Grand Vin Premier Grand Cru Classe,1,x1,
914,1039,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 11,Línea 3,,,,,,,,Línea 3 ,,,,,,,,
915,1040,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 11,Línea 3,,True,"Chateau La Fleur - Petrus , Pomerol 2020 x1","Chateau La Fleur - Petrus , Pomerol 2020",1,x1,,"- [ ] Chateau La Fleur - Petrus , Pomerol 2020 x1",I0608,1,1,"Chateau La Fleur - Petrus , Pomerol 2020 x1","Chateau La Fleur - Petrus , Pomerol 2020",1,x1,
916,1041,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 11,Línea 4,,,,,,,,Línea 4,,,,,,,,
917,1042,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 11,Línea 4,,True,Chateau Belair Monange Premier Grand Cru Classe  Saint Emilion 2018 x1,Chateau Belair Monange Premier Grand Cru Classe  Saint Emilion 2018,1,x1,,- [ ] Chateau Belair Monange Premier Grand Cru Classe  Saint Emilion 2018 x1,I0609,1,1,Chateau Belair Monange Premier Grand Cru Classe  Saint Emilion 2018 x1,Chateau Belair Monange Premier Grand Cru Classe  Saint Emilion 2018,1,x1,
918,1043,LINEA,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 11,Línea 5,,,,,,,,Línea 5,,,,,,,,
919,1044,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA DERECHA,BALDA 11,Línea 5,,True,Du Cru Beaucaillou 2018 Saint Julien x1,Du Cru Beaucaillou 2018 Saint Julien,1,x1,,- [ ] Du Cru Beaucaillou 2018 Saint Julien x1,I0610,1,1,Du Cru Beaucaillou 2018 Saint Julien x1,Du Cru Beaucaillou 2018 Saint Julien,1,x1,
920,1046,AREA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,,,,,,,,,,PUERTA CENTRAL,,,,,,,,
921,1047,BALDA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,,,,,,,,,BALDA 1,,,,,,,,
922,1048,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 1,,,,,,,,Línea 1,,,,,,,,
923,1049,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 1,,True,1900 Pinotage Battle of Spidenkop 2020 x1,1900 Pinotage Battle of Spidenkop 2020,1,x1,,- [ ] 1900 Pinotage Battle of Spidenkop 2020 x1,I0611,1,1,1900 Pinotage Battle of Spidenkop 2020 x1,1900 Pinotage Battle of Spidenkop 2020,1,x1,
924,1050,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 2,,,,,,,,Línea 2,,,,,,,,
925,1051,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 2,,True,1900 Pinotage Battle of Spidenkop 2020 x1,1900 Pinotage Battle of Spidenkop 2020,1,x1,,- [ ] 1900 Pinotage Battle of Spidenkop 2020 x1,I0612,1,1,1900 Pinotage Battle of Spidenkop 2020 x1,1900 Pinotage Battle of Spidenkop 2020,1,x1,
926,1052,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 3,,,,,,,,Línea 3,,,,,,,,
927,1053,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 3,,True,Viña Tondonia Reserva 2012 x1,Viña Tondonia Reserva 2012,1,x1,,- [ ] Viña Tondonia Reserva 2012 x1,I0613,1,1,Viña Tondonia Reserva 2012 x1,Viña Tondonia Reserva 2012,1,x1,
928,1054,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 4,,,,,,,,Línea 4 ,,,,,,,,
929,1055,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 4,,True,A Lisa Patagonia 2024 x1,A Lisa Patagonia 2024,1,x1,,- [ ] A Lisa Patagonia 2024 x1,I0614,1,1,A Lisa Patagonia 2024 x1,A Lisa Patagonia 2024,1,x1,
930,1056,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 5,,,,,,,,Línea 5,,,,,,,,
931,1057,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 5,,True,A Lisa Patagonia 2024 x1,A Lisa Patagonia 2024,1,x1,,- [ ] A Lisa Patagonia 2024 x1,I0615,1,1,A Lisa Patagonia 2024 x1,A Lisa Patagonia 2024,1,x1,
932,1058,ITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 5,,False,BALDA2,BALDA2,,,,BALDA2,I0616,1,1,BALDA2,BALDA2,,,
933,1059,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 1,,,,,,,,Línea 1,,,,,,,,
934,1060,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 1,,True,Roda Reserva 2021 x1,Roda Reserva 2021,1,x1,,- [ ] Roda Reserva 2021 x1,I0617,1,1,Roda Reserva 2021 x1,Roda Reserva 2021,1,x1,
935,1061,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 2,,,,,,,,Línea 2,,,,,,,,
936,1062,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 2,,True,Alonso del Yerro 2021 x1,Alonso del Yerro 2021,1,x1,,- [ ] Alonso del Yerro 2021 x1,I0618,1,1,Alonso del Yerro 2021 x1,Alonso del Yerro 2021,1,x1,
937,1063,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Linea 3,,,,,,,,Linea 3,,,,,,,,
938,1064,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Linea 3,,True,Remirez de Ganuza Trasnocho 2012 x1,Remirez de Ganuza Trasnocho 2012,1,x1,,- [ ] Remirez de Ganuza Trasnocho 2012 x1,I0619,1,1,Remirez de Ganuza Trasnocho 2012 x1,Remirez de Ganuza Trasnocho 2012,1,x1,
939,1065,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 4,,,,,,,,Línea 4,,,,,,,,
940,1066,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 4,,True,Remirez de Ganuza Trasnocho 2012 x1,Remirez de Ganuza Trasnocho 2012,1,x1,,- [ ] Remirez de Ganuza Trasnocho 2012 x1,I0620,1,1,Remirez de Ganuza Trasnocho 2012 x1,Remirez de Ganuza Trasnocho 2012,1,x1,
941,1067,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 5,,,,,,,,Línea 5,,,,,,,,
942,1068,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 5,,True,Remirez de Ganuza Trasnocho 2012 x1,Remirez de Ganuza Trasnocho 2012,1,x1,,- [ ] Remirez de Ganuza Trasnocho 2012 x1,I0621,1,1,Remirez de Ganuza Trasnocho 2012 x1,Remirez de Ganuza Trasnocho 2012,1,x1,
943,1069,ITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 5,,False,BALDA3,BALDA3,,,,BALDA3,I0622,1,1,BALDA3,BALDA3,,,
944,1070,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 1,,,,,,,,Línea 1,,,,,,,,
945,1071,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 1,,True,Guidolberto 2023 Toscana Tenuta San  Guido x1,Guidolberto 2023 Toscana Tenuta San  Guido,1,x1,,- [ ] Guidolberto 2023 Toscana Tenuta San  Guido x1,I0623,1,1,Guidolberto 2023 Toscana Tenuta San  Guido x1,Guidolberto 2023 Toscana Tenuta San  Guido,1,x1,
946,1072,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 2,,,,,,,,Línea 2,,,,,,,,
947,1073,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 2,,True,Numanthia 2020 x1,Numanthia 2020,1,x1,,- [ ] Numanthia 2020 x1,I0624,1,1,Numanthia 2020 x1,Numanthia 2020,1,x1,
948,1074,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 3,,,,,,,,Línea 3,,,,,,,,
949,1075,ITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 3,,False,Contino Viña del Olivo 2022 x1,Contino Viña del Olivo 2022,1,x1,,Contino Viña del Olivo 2022 x1,I0625,1,1,Contino Viña del Olivo 2022 x1,Contino Viña del Olivo 2022,1,x1,
950,1076,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 4,,,,,,,,Línea 4 ,,,,,,,,
951,1077,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 4,,True,Numanthia 2020 x1,Numanthia 2020,1,x1,,- [ ] Numanthia 2020 x1,I0626,1,1,Numanthia 2020 x1,Numanthia 2020,1,x1,
952,1078,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 5,,,,,,,,Línea 5,,,,,,,,
953,1079,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 1,Línea 5,,True,Contino Viña del Olivo 2022 x1,Contino Viña del Olivo 2022,1,x1,,- [ ] Contino Viña del Olivo 2022 x1,I0627,1,1,Contino Viña del Olivo 2022 x1,Contino Viña del Olivo 2022,1,x1,
954,1080,BALDA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 4,,,,,,,,,BALDA 4 ,,,,,,,,
955,1081,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 4,Línea 1,,,,,,,,Línea 1,,,,,,,,
956,1082,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 4,Línea 1,,True,Mauro cosecha 2023 x3,Mauro cosecha 2023,3,x3,,- [ ] Mauro cosecha 2023 x3,I0628,1,1,Mauro cosecha 2023 x3,Mauro cosecha 2023,3,x3,
957,1083,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 4,Línea 2,,,,,,,,Línea 2 ,,,,,,,,
958,1084,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 4,Línea 2,,True,Malabrigo 2022 x1,Malabrigo 2022,1,x1,,- [ ] Malabrigo 2022 x1,I0629,1,1,Malabrigo 2022 x1,Malabrigo 2022,1,x1,
959,1085,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 4,Línea 2,,True,Numanthia 2020 x2,Numanthia 2020,2,x2,,- [ ] Numanthia 2020 x2 ,I0630,1,1,Numanthia 2020 x2,Numanthia 2020,2,x2,
960,1086,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 4,Línea 3,,,,,,,,Línea 3,,,,,,,,
961,1087,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 4,Línea 3,,True,Dominio de la Bienvenida “ La Fortuna” x3,Dominio de la Bienvenida “ La Fortuna”,3,x3,,- [ ] Dominio de la Bienvenida “ La Fortuna” x3,I0631,1,1,Dominio de la Bienvenida “ La Fortuna” x3,Dominio de la Bienvenida “ La Fortuna”,3,x3,
962,1088,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 4,Línea 4,,,,,,,,Línea 4,,,,,,,,
963,1089,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 4,Línea 4,,True,Alto de la Cruz 2020 Sierra de Gredos 2022 x3,Alto de la Cruz 2020 Sierra de Gredos 2022,3,x3,,- [ ] Alto de la Cruz 2020 Sierra de Gredos 2022 x3,I0632,1,1,Alto de la Cruz 2020 Sierra de Gredos 2022 x3,Alto de la Cruz 2020 Sierra de Gredos 2022,3,x3,
964,1090,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 4,Línea 5,,,,,,,,Línea 5,,,,,,,,
965,1091,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 4,Línea 5,,True,Dominio do bibei Lacima 2020 x3,Dominio do bibei Lacima 2020,3,x3,,- [ ] Dominio do bibei Lacima 2020 x3 ,I0633,1,1,Dominio do bibei Lacima 2020 x3,Dominio do bibei Lacima 2020,3,x3,
966,1092,BALDA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 5,,,,,,,,, BALDA 5 ,,,,,,,,
967,1093,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 5,Línea 1,,,,,,,,Línea 1 ,,,,,,,,
968,1094,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 5,Línea 1,,True,Chateau Cantenac Brown 2022 Margaux x4,Chateau Cantenac Brown 2022 Margaux,4,x4,,- [ ] Chateau Cantenac Brown 2022 Margaux x4,I0634,1,1,Chateau Cantenac Brown 2022 Margaux x4,Chateau Cantenac Brown 2022 Margaux,4,x4,
969,1095,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 5,Línea 2,,,,,,,,Línea 2,,,,,,,,
970,1096,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 5,Línea 2,,True,Carillon d’ Ángelus Saint Emilion 2022 x4,Carillon d’ Ángelus Saint Emilion 2022,4,x4,,- [ ] Carillon d’ Ángelus Saint Emilion 2022 x4 ,I0635,1,1,Carillon d’ Ángelus Saint Emilion 2022 x4,Carillon d’ Ángelus Saint Emilion 2022,4,x4,
971,1097,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 5,Línea 3,,,,,,,,Línea 3,,,,,,,,
972,1098,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 5,Línea 3,,True,Grevey- Chambertin 2023 Domaine Henri Magnien x2,Grevey- Chambertin 2023 Domaine Henri Magnien,2,x2,,- [ ] Grevey- Chambertin 2023 Domaine Henri Magnien x2 ,I0636,1,1,Grevey- Chambertin 2023 Domaine Henri Magnien x2,Grevey- Chambertin 2023 Domaine Henri Magnien,2,x2,
973,1099,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 5,Línea 4,,,,,,,,Línea 4,,,,,,,,
974,1100,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 5,Línea 4,,True,Guidoloberto Toscana Tenuta San Guido 2023 x3,Guidoloberto Toscana Tenuta San Guido 2023,3,x3,,- [ ] Guidoloberto Toscana Tenuta San Guido 2023 x3,I0637,1,1,Guidoloberto Toscana Tenuta San Guido 2023 x3,Guidoloberto Toscana Tenuta San Guido 2023,3,x3,
975,1101,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 5,Línea 5,,,,,,,,Línea 5,,,,,,,,
976,1102,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 5,Línea 5,,True,Dominio de Calogia x3,Dominio de Calogia,3,x3,,- [ ] Dominio de Calogia x3,I0638,1,1,Dominio de Calogia x3,Dominio de Calogia,3,x3,
977,1103,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 5,Línea 5,,True,Les Terrases 2022 Álvaro Palacios x1,Les Terrases 2022 Álvaro Palacios,1,x1,,- [ ] Les Terrases 2022 Álvaro Palacios x1,I0639,1,1,Les Terrases 2022 Álvaro Palacios x1,Les Terrases 2022 Álvaro Palacios,1,x1,
978,1105,BALDA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 6,,,,,,,,,BALDA 6,,,,,,,,
979,1106,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 6,Línea 1,,,,,,,,Línea 1,,,,,,,,
980,1107,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 6,Línea 1,,True,Marqués de Vargas 2020 x1,Marqués de Vargas 2020,1,x1,,- [ ] Marqués de Vargas 2020 x1,I0640,1,1,Marqués de Vargas 2020 x1,Marqués de Vargas 2020,1,x1,
981,1108,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 6,Línea 2,,,,,,,,Línea 2,,,,,,,,
982,1109,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 6,Línea 2,,True,Marqués de Vargas 2020 x1,Marqués de Vargas 2020,1,x1,,- [ ] Marqués de Vargas 2020 x1 ,I0641,1,1,Marqués de Vargas 2020 x1,Marqués de Vargas 2020,1,x1,
983,1110,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 6,Línea 3,,,,,,,,Línea 3,,,,,,,,
984,1111,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 6,Línea 3,,True,Marqués de Vargas 2020 x1,Marqués de Vargas 2020,1,x1,,- [ ] Marqués de Vargas 2020 x1,I0642,1,1,Marqués de Vargas 2020 x1,Marqués de Vargas 2020,1,x1,
985,1112,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 6,Línea 4,,,,,,,,Línea 4,,,,,,,,
986,1113,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 6,Línea 4,,True,Marqués de Vargas 2020 x1,Marqués de Vargas 2020,1,x1,,- [ ] Marqués de Vargas 2020 x1,I0643,1,1,Marqués de Vargas 2020 x1,Marqués de Vargas 2020,1,x1,
987,1114,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 6,Línea 5,,,,,,,,Línea 5 ,,,,,,,,
988,1115,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 6,Línea 5,,True,Rioja Alta Gran Reserva 904 2016 x1,Rioja Alta Gran Reserva 904 2016,1,x1,,- [ ] Rioja Alta Gran Reserva 904 2016 x1,I0644,1,1,Rioja Alta Gran Reserva 904 2016 x1,Rioja Alta Gran Reserva 904 2016,1,x1,
989,1116,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 6,Línea 5,,True,,,,,,- [ ] ,I0645,1,1,,,,,
990,1118,BALDA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 7,,,,,,,,,BALDA 7,,,,,,,,
991,1119,LINEA,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 7,Línea 1,,,,,,,,Línea 1 ,,,,,,,,
992,1120,CHECKITEM,Cava Exhibición Tintos salón:,PUERTA CENTRAL,BALDA 7,Línea 1,,True,Malabrigo 2022 x1,Malabrigo 2022,1,x1,,- [ ] Malabrigo 2022 x1 ,I0646,1,1,Malabrigo 2022 x1,Malabrigo 2022,1,x1,
