orden,excel_row,tipo,cava,area,balda,linea,sublinea,es_checklist,entrada_sin_checkbox,vino_sin_cantidad,cantidad,cantidad_raw,nota_post_cantidad,texto_excel,item_id,item_part,item_total_parts,item_entrada_completa,item_vino_sin_cantidad_completo,item_cantidad,item_cantidad_raw,item_nota_post_cantidad
107,130,BALDA,CAVA C,,BALDA 2,,,,,,,,,BALDA 2,,,,,,,,
108,131,ITEM,CAVA C,,BALDA 2,,,False,Kalamity Rioja 2023,Kalamity Rioja 2023,,,,Kalamity Rioja 2023 ,I0084,1,2,Kalamity Rioja 2023 La Comtesse 2020 Albariño x3,Kalamity Rioja 2023 La Comtesse 2020 Albariño,3,x3,
109,132,ITEM,CAVA C,,BALDA 2,,,False,La Comtesse 2020 Albariño x3,La Comtesse 2020 Albariño,3,x3,,La Comtesse 2020 Albariño x3,I0084,2,2,Kalamity Rioja 2023 La Comtesse 2020 Albariño x3,Kalamity Rioja 2023 La Comtesse 2020 Albariño,3,x3,
110,133,ITEM,CAVA C,,BALDA 2,,,False,Penfolds Yattarna 2/2023 Chardonnay x1,Penfolds Yattarna 2/2023 Chardonnay,1,x1,,Penfolds Yattarna 2/2023 Chardonnay x1,I0085,1,1,Penfolds Yattarna 2/2023 Chardonnay x1,Penfolds Yattarna 2/2023 Chardonnay,1,x1,
111,134,ITEM,CAVA C,,BALDA 2,,,False,Laurel 2023 Priorat x2,Laurel 2023 Priorat,2,x2,,Laurel 2023 Priorat x2,I0086,1,1,Laurel 2023 Priorat x2,Laurel 2023 Priorat,2,x2,
112,135,ITEM,CAVA C,,BALDA 2,,,False,Remelluri Blanco 2022x4,Remelluri Blanco 2022,4,x4,,Remelluri Blanco 2022x4,I0087,1,1,Remelluri Blanco 2022x4,Remelluri Blanco 2022,4,x4,
113,136,ITEM,CAVA C,,BALDA 2,,,False,Cepas Vellas Albariño Rías  Baixas 2024x3,Cepas Vellas Albariño Rías  Baixas 2024,3,x3,,Cepas Vellas Albariño Rías  Baixas 2024x3 ,I0088,1,1,Cepas Vellas Albariño Rías  Baixas 2024x3,Cepas Vellas Albariño Rías  Baixas 2024,3,x3,
114,137,ITEM,CAVA C,,BALDA 2,,,False,Pazo Señorans Albariño 2015 Selección de Añadas Rías Baixas x3,Pazo Señorans Albariño 2015 Selección de Añadas Rías Baixas,3,x3,,Pazo Señorans Albariño 2015 Selección de Añadas Rías Baixas x3,I0089,1,1,Pazo Señorans Albariño 2015 Selección de Añadas Rías Baixas x3,Pazo Señorans Albariño 2015 Selección de Añadas Rías Baixas,3,x3,
115,138,ITEM,CAVA C,,BALDA 2,,,False,Sesenta e Nova Arrobas 2023 x2,Sesenta e Nova Arrobas 2023,2,x2,,Sesenta e Nova Arrobas 2023 x2,I0090,1,1,Sesenta e Nova Arrobas 2023 x2,Sesenta e Nova Arrobas 2023,2,x2,
116,140,ITEM,CAVA C,,BALDA 2,,,False,BALDA3,BALDA3,,,,BALDA3,I0091,1,2,BALDA3 Nas Dunas 2022 Albariño x3,BALDA3 Nas Dunas 2022 Albariño,3,x3,
117,141,ITEM,CAVA C,,BALDA 2,,,False,Nas Dunas 2022 Albariño x3,Nas Dunas 2022 Albariño,3,x3,,Nas Dunas 2022 Albariño x3,I0091,2,2,BALDA3 Nas Dunas 2022 Albariño x3,BALDA3 Nas Dunas 2022 Albariño,3,x3,
118,142,ITEM,CAVA C,,BALDA 2,,,False,Pazo da Sinsela San Clemente 2021 x2,Pazo da Sinsela San Clemente 2021,2,x2,,Pazo da Sinsela San Clemente 2021 x2 ,I0092,1,1,Pazo da Sinsela San Clemente 2021 x2,Pazo da Sinsela San Clemente 2021,2,x2,
119,143,ITEM,CAVA C,,BALDA 2,,,False,5V Abel Mendoza 2024 x2,5V Abel Mendoza 2024,2,x2,,5V Abel Mendoza 2024 x2,I0093,1,1,5V Abel Mendoza 2024 x2,5V Abel Mendoza 2024,2,x2,
120,144,ITEM,CAVA C,,BALDA 2,,,False,Roda I Blanco 2021 Rioja x3,Roda I Blanco 2021 Rioja,3,x3,,Roda I Blanco 2021 Rioja x3,I0094,1,1,Roda I Blanco 2021 Rioja x3,Roda I Blanco 2021 Rioja,3,x3,
121,146,BALDA,CAVA C,,BALDA 4,,,,,,,,,BALDA 4,,,,,,,,
122,147,ITEM,CAVA C,,BALDA 4,,,False,Pazo de San Mauro Albariño x4,Pazo de San Mauro Albariño,4,x4,,Pazo de San Mauro Albariño x4,I0095,1,1,Pazo de San Mauro Albariño x4,Pazo de San Mauro Albariño,4,x4,
123,148,ITEM,CAVA C,,BALDA 4,,,False,Viña Tondonia Reserva 2013 Blanco x1,Viña Tondonia Reserva 2013 Blanco,1,x1,,Viña Tondonia Reserva 2013 Blanco x1,I0096,1,1,Viña Tondonia Reserva 2013 Blanco x1,Viña Tondonia Reserva 2013 Blanco,1,x1,
124,149,ITEM,CAVA C,,BALDA 4,,,False,Goliardo A Telleira Albariño Rías Baixas 2024 x5,Goliardo A Telleira Albariño Rías Baixas 2024,5,x5,,Goliardo A Telleira Albariño Rías Baixas 2024 x5,I0097,1,1,Goliardo A Telleira Albariño Rías Baixas 2024 x5,Goliardo A Telleira Albariño Rías Baixas 2024,5,x5,
125,151,BALDA,CAVA C,,BALDA 5,,,,,,,,,BALDA 5,,,,,,,,
126,152,ITEM,CAVA C,,BALDA 5,,,False,Sorte O Soro 2022 Rafael Palacios x2,Sorte O Soro 2022 Rafael Palacios,2,x2,,Sorte O Soro 2022 Rafael Palacios x2,I0098,1,1,Sorte O Soro 2022 Rafael Palacios x2,Sorte O Soro 2022 Rafael Palacios,2,x2,
127,153,ITEM,CAVA C,,BALDA 5,,,False,Falcoeira Branco Valdeorras 2022 x4,Falcoeira Branco Valdeorras 2022,4,x4,,Falcoeira Branco Valdeorras 2022 x4,I0099,1,1,Falcoeira Branco Valdeorras 2022 x4,Falcoeira Branco Valdeorras 2022,4,x4,
128,154,ITEM,CAVA C,,BALDA 5,,,False,La Medina JP 2024 x4,La Medina JP 2024,4,x4,,La Medina JP 2024 x4,I0100,1,1,La Medina JP 2024 x4,La Medina JP 2024,4,x4,
129,155,ITEM,CAVA C,,BALDA 5,,,False,Praespositvs Riesling 2022 Italia x1,Praespositvs Riesling 2022 Italia,1,x1,,Praespositvs Riesling 2022 Italia x1,I0101,1,1,Praespositvs Riesling 2022 Italia x1,Praespositvs Riesling 2022 Italia,1,x1,
130,157,BALDA,CAVA C,,BALDA 6,,,,,,,,,BALDA 6,,,,,,,,
131,158,ITEM,CAVA C,,BALDA 6,,,False,O Luar do Sil  2022 Vides de Corgomo x2,O Luar do Sil  2022 Vides de Corgomo,2,x2,,O Luar do Sil  2022 Vides de Corgomo x2,I0102,1,1,O Luar do Sil  2022 Vides de Corgomo x2,O Luar do Sil  2022 Vides de Corgomo,2,x2,
132,159,ITEM,CAVA C,,BALDA 6,,,False,Avancia Nobleza Godello 2024 x1,Avancia Nobleza Godello 2024,1,x1,,Avancia Nobleza Godello 2024 x1,I0103,1,1,Avancia Nobleza Godello 2024 x1,Avancia Nobleza Godello 2024,1,x1,
133,160,ITEM,CAVA C,,BALDA 6,,,False,Attis Mar 2024 x2,Attis Mar 2024,2,x2,,Attis Mar 2024 x2 ,I0104,1,1,Attis Mar 2024 x2,Attis Mar 2024,2,x2,
134,161,ITEM,CAVA C,,BALDA 6,,,False,Abadía Retuerta Le Domaine  2018 x1,Abadía Retuerta Le Domaine  2018,1,x1,,Abadía Retuerta Le Domaine  2018 x1,I0105,1,1,Abadía Retuerta Le Domaine  2018 x1,Abadía Retuerta Le Domaine  2018,1,x1,
135,162,ITEM,CAVA C,,BALDA 6,,,False,Capitel 2022 x3,Capitel 2022,3,x3,,Capitel 2022 x3 ,I0106,1,1,Capitel 2022 x3,Capitel 2022,3,x3,
136,164,BALDA,CAVA C,,BALDA 7,,,,,,,,,BALDA 7,,,,,,,,
137,165,ITEM,CAVA C,,BALDA 7,,,False,San Román Malvasía 2022 x4,San Román Malvasía 2022,4,x4,,San Román Malvasía 2022 x4,I0107,1,1,San Román Malvasía 2022 x4,San Román Malvasía 2022,4,x4,
138,166,ITEM,CAVA C,,BALDA 7,,,False,Sangraría La Guiana Godello 2022 x3,Sangraría La Guiana Godello 2022,3,x3,,Sangraría La Guiana Godello 2022 x3,I0108,1,1,Sangraría La Guiana Godello 2022 x3,Sangraría La Guiana Godello 2022,3,x3,
139,167,ITEM,CAVA C,,BALDA 7,,,False,Tormenta 2023 Godello Calcáreo Veronica Ortega x3,Tormenta 2023 Godello Calcáreo Veronica Ortega,3,x3,,Tormenta 2023 Godello Calcáreo Veronica Ortega x3,I0109,1,1,Tormenta 2023 Godello Calcáreo Veronica Ortega x3,Tormenta 2023 Godello Calcáreo Veronica Ortega,3,x3,
140,169,BALDA,CAVA C,,BALDA 8,,,,,,,,,BALDA 8,,,,,,,,
141,170,ITEM,CAVA C,,BALDA 8,,,False,Las Vidres 2020 Alvar De Dios / Doña Blanca x4,Las Vidres 2020 Alvar De Dios / Doña Blanca,4,x4,,Las Vidres 2020 Alvar De Dios / Doña Blanca x4,I0110,1,1,Las Vidres 2020 Alvar De Dios / Doña Blanca x4,Las Vidres 2020 Alvar De Dios / Doña Blanca,4,x4,
142,171,ITEM,CAVA C,,BALDA 8,,,False,Odinstal 2022 Riesling Muschelkalk x1,Odinstal 2022 Riesling Muschelkalk,1,x1,,Odinstal 2022 Riesling Muschelkalk x1,I0111,1,1,Odinstal 2022 Riesling Muschelkalk x1,Odinstal 2022 Riesling Muschelkalk,1,x1,
143,172,ITEM,CAVA C,,BALDA 8,,,False,Battenfeld Spanier 2024 Riesling x1,Battenfeld Spanier 2024 Riesling,1,x1,,Battenfeld Spanier 2024 Riesling x1,I0112,1,1,Battenfeld Spanier 2024 Riesling x1,Battenfeld Spanier 2024 Riesling,1,x1,
144,173,ITEM,CAVA C,,BALDA 8,,,False,El Val 2023 Bierzo César Márquez x1,El Val 2023 Bierzo César Márquez,1,x1,,El Val 2023 Bierzo César Márquez x1 ,I0113,1,1,El Val 2023 Bierzo César Márquez x1,El Val 2023 Bierzo César Márquez,1,x1,
145,174,ITEM,CAVA C,,BALDA 8,,,False,Chateau Peyeassol 2024 Rose x1,Chateau Peyeassol 2024 Rose,1,x1,,Chateau Peyeassol 2024 Rose x1,I0114,1,1,Chateau Peyeassol 2024 Rose x1,Chateau Peyeassol 2024 Rose,1,x1,
146,175,ITEM,CAVA C,,BALDA 8,,,False,Peñas Aladas  Clarete 2020 Ribera del Duero x1,Peñas Aladas  Clarete 2020 Ribera del Duero,1,x1,,Peñas Aladas  Clarete 2020 Ribera del Duero x1,I0115,1,1,Peñas Aladas  Clarete 2020 Ribera del Duero x1,Peñas Aladas  Clarete 2020 Ribera del Duero,1,x1,
147,177,BALDA,CAVA C,,BALDA 9,,,,,,,,,BALDA 9,,,,,,,,
148,178,ITEM,CAVA C,,BALDA 9,,,False,Territorio Luthier Clarete de guarda 2020 Ribera del Duero x2,Territorio Luthier Clarete de guarda 2020 Ribera del Duero,2,x2,,Territorio Luthier Clarete de guarda 2020 Ribera del Duero x2,I0116,1,1,Territorio Luthier Clarete de guarda 2020 Ribera del Duero x2,Territorio Luthier Clarete de guarda 2020 Ribera del Duero,2,x2,
149,179,ITEM,CAVA C,,BALDA 9,,,False,Peñas Aladas Clarete 2020 Ribera  del Duero x2,Peñas Aladas Clarete 2020 Ribera  del Duero,2,x2,,Peñas Aladas Clarete 2020 Ribera  del Duero x2,I0117,1,1,Peñas Aladas Clarete 2020 Ribera  del Duero x2,Peñas Aladas Clarete 2020 Ribera  del Duero,2,x2,
150,180,ITEM,CAVA C,,BALDA 9,,,False,Alba Menorca Rose 2024 x2,Alba Menorca Rose 2024,2,x2,,Alba Menorca Rose 2024 x2,I0118,1,1,Alba Menorca Rose 2024 x2,Alba Menorca Rose 2024,2,x2,
151,181,ITEM,CAVA C,,BALDA 9,,,False,Villa Soleilla 2021 Gerard Bertrand,Villa Soleilla 2021 Gerard Bertrand,,,,Villa Soleilla 2021 Gerard Bertrand,I0119,1,2,"Villa Soleilla 2021 Gerard Bertrand Le rose de Antidoto / Tinto fino , Albillo Mayor 2023 x1","Villa Soleilla 2021 Gerard Bertrand Le rose de Antidoto / Tinto fino , Albillo Mayor 2023",1,x1,
152,182,ITEM,CAVA C,,BALDA 9,,,False,"Le rose de Antidoto / Tinto fino , Albillo Mayor 2023 x1","Le rose de Antidoto / Tinto fino , Albillo Mayor 2023",1,x1,,"Le rose de Antidoto / Tinto fino , Albillo Mayor 2023 x1",I0119,2,2,"Villa Soleilla 2021 Gerard Bertrand Le rose de Antidoto / Tinto fino , Albillo Mayor 2023 x1","Villa Soleilla 2021 Gerard Bertrand Le rose de Antidoto / Tinto fino , Albillo Mayor 2023",1,x1,
153,183,ITEM,CAVA C,,BALDA 9,,,False,Clos du Temple 2033 Languedoc Cabrieres x2,Clos du Temple 2033 Languedoc Cabrieres,2,x2,,Clos du Temple 2033 Languedoc Cabrieres x2,I0120,1,1,Clos du Temple 2033 Languedoc Cabrieres x2,Clos du Temple 2033 Languedoc Cabrieres,2,x2,
154,185,BALDA,CAVA C,,BALDA 10,,,,,,,,,BALDA 10,,,,,,,,
155,186,ITEM,CAVA C,,BALDA 10,,,False,Bollinger Rose Brut x2,Bollinger Rose Brut,2,x2,,Bollinger Rose Brut x2 ,I0121,1,1,Bollinger Rose Brut x2,Bollinger Rose Brut,2,x2,
156,187,ITEM,CAVA C,,BALDA 10,,,False,Petit Matasnos 2021 Blanco Magnum  x1,Petit Matasnos 2021 Blanco Magnum,1,x1,,Petit Matasnos 2021 Blanco Magnum  x1 ,I0122,1,1,Petit Matasnos 2021 Blanco Magnum  x1,Petit Matasnos 2021 Blanco Magnum,1,x1,
157,188,ITEM,CAVA C,,BALDA 10,,,False,"Chablis Tete d’Or  2022 , Billaud Simon Magnum  x1","Chablis Tete d’Or  2022 , Billaud Simon Magnum",1,x1,,"Chablis Tete d’Or  2022 , Billaud Simon Magnum  x1 ",I0123,1,1,"Chablis Tete d’Or  2022 , Billaud Simon Magnum  x1","Chablis Tete d’Or  2022 , Billaud Simon Magnum",1,x1,
158,189,ITEM,CAVA C,,BALDA 10,,,False,"Chateau Peyrassol 2019, Cotes de Provence Magnum x1","Chateau Peyrassol 2019, Cotes de Provence Magnum",1,x1,,"Chateau Peyrassol 2019, Cotes de Provence Magnum x1",I0124,1,1,"Chateau Peyrassol 2019, Cotes de Provence Magnum x1","Chateau Peyrassol 2019, Cotes de Provence Magnum",1,x1,
159,191,CAVA,CAVA D,,,,,,,,,,,CAVA D,,,,,,,,
160,192,BALDA,CAVA D,,BALDA 1,,,,,,,,,BALDA 1 ,,,,,,,,
161,193,ITEM,CAVA D,,BALDA 1,,,False,Garrus Chateau D’ Esclans / Cotes de Provence Rose 2023 x1,Garrus Chateau D’ Esclans / Cotes de Provence Rose 2023,1,x1,,Garrus Chateau D’ Esclans / Cotes de Provence Rose 2023 x1,I0125,1,1,Garrus Chateau D’ Esclans / Cotes de Provence Rose 2023 x1,Garrus Chateau D’ Esclans / Cotes de Provence Rose 2023,1,x1,
162,194,ITEM,CAVA D,,BALDA 1,,,False,Vino de paraje San Pablo /Valle de Uco Fósil Zuccardi 2022 x2,Vino de paraje San Pablo /Valle de Uco Fósil Zuccardi 2022,2,x2,,Vino de paraje San Pablo /Valle de Uco Fósil Zuccardi 2022 x2,I0126,1,1,Vino de paraje San Pablo /Valle de Uco Fósil Zuccardi 2022 x2,Vino de paraje San Pablo /Valle de Uco Fósil Zuccardi 2022,2,x2,
163,195,ITEM,CAVA D,,BALDA 1,,,False,Castillo Ygay Rioja Gran Reserva Especial 1986 x2,Castillo Ygay Rioja Gran Reserva Especial 1986,2,x2,,Castillo Ygay Rioja Gran Reserva Especial 1986 x2,I0127,1,1,Castillo Ygay Rioja Gran Reserva Especial 1986 x2,Castillo Ygay Rioja Gran Reserva Especial 1986,2,x2,
164,196,ITEM,CAVA D,,BALDA 1,,,False,Sierra Cantabria Gran Vino 2010 Rioja,Sierra Cantabria Gran Vino 2010 Rioja,,,,Sierra Cantabria Gran Vino 2010 Rioja ,I0128,1,2,Sierra Cantabria Gran Vino 2010 Rioja Attis Embaixador 2022 x3,Sierra Cantabria Gran Vino 2010 Rioja Attis Embaixador 2022,3,x3,
165,197,ITEM,CAVA D,,BALDA 1,,,False,Attis Embaixador 2022 x3,Attis Embaixador 2022,3,x3,,Attis Embaixador 2022 x3 ,I0128,2,2,Sierra Cantabria Gran Vino 2010 Rioja Attis Embaixador 2022 x3,Sierra Cantabria Gran Vino 2010 Rioja Attis Embaixador 2022,3,x3,
166,198,ITEM,CAVA D,,BALDA 1,,,False,Capellania 2020 Marqués de Murrieta Rioja x3,Capellania 2020 Marqués de Murrieta Rioja,3,x3,,Capellania 2020 Marqués de Murrieta Rioja x3,I0129,1,1,Capellania 2020 Marqués de Murrieta Rioja x3,Capellania 2020 Marqués de Murrieta Rioja,3,x3,
167,200,BALDA,CAVA D,,BALDA 2,,,,,,,,,BALDA 2 ,,,,,,,,
168,201,ITEM,CAVA D,,BALDA 2,,,False,Chablis Premier Cru “ Montee de Tonnerre” 2020 x1,Chablis Premier Cru “ Montee de Tonnerre” 2020,1,x1,,Chablis Premier Cru “ Montee de Tonnerre” 2020 x1 ,I0130,1,1,Chablis Premier Cru “ Montee de Tonnerre” 2020 x1,Chablis Premier Cru “ Montee de Tonnerre” 2020,1,x1,
169,202,ITEM,CAVA D,,BALDA 2,,,False,Les Romanos 2023 Sancerre x1,Les Romanos 2023 Sancerre,1,x1,,Les Romanos 2023 Sancerre x1,I0131,1,1,Les Romanos 2023 Sancerre x1,Les Romanos 2023 Sancerre,1,x1,
170,203,ITEM,CAVA D,,BALDA 2,,,False,Corton- Charlemagne 2019 ( Cote- D’OR) x1,Corton- Charlemagne 2019 ( Cote- D’OR),1,x1,,Corton- Charlemagne 2019 ( Cote- D’OR) x1,I0132,1,1,Corton- Charlemagne 2019 ( Cote- D’OR) x1,Corton- Charlemagne 2019 ( Cote- D’OR),1,x1,
171,204,ITEM,CAVA D,,BALDA 2,,,False,Lágrima canela  Bressia Argentina 2020 x1,Lágrima canela  Bressia Argentina 2020,1,x1,,Lágrima canela  Bressia Argentina 2020 x1,I0133,1,1,Lágrima canela  Bressia Argentina 2020 x1,Lágrima canela  Bressia Argentina 2020,1,x1,
172,205,ITEM,CAVA D,,BALDA 2,,,False,Dominio del Águila Albillo Viñas Viejas 2020 x1,Dominio del Águila Albillo Viñas Viejas 2020,1,x1,,Dominio del Águila Albillo Viñas Viejas 2020 x1,I0134,1,1,Dominio del Águila Albillo Viñas Viejas 2020 x1,Dominio del Águila Albillo Viñas Viejas 2020,1,x1,
173,206,ITEM,CAVA D,,BALDA 2,,,False,Mais Doix Salix 2024. Priorat x2,Mais Doix Salix 2024. Priorat,2,x2,,Mais Doix Salix 2024. Priorat x2 ,I0135,1,1,Mais Doix Salix 2024. Priorat x2,Mais Doix Salix 2024. Priorat,2,x2,
174,207,ITEM,CAVA D,,BALDA 2,,,False,A’VIA Treixadura 2022 Ribeiro x1,A’VIA Treixadura 2022 Ribeiro,1,x1,,A’VIA Treixadura 2022 Ribeiro x1,I0136,1,1,A’VIA Treixadura 2022 Ribeiro x1,A’VIA Treixadura 2022 Ribeiro,1,x1,
175,208,ITEM,CAVA D,,BALDA 2,,,False,La Misiom de Ménade 2023 x4,La Misiom de Ménade 2023,4,x4,,La Misiom de Ménade 2023 x4,I0137,1,1,La Misiom de Ménade 2023 x4,La Misiom de Ménade 2023,4,x4,
176,209,ITEM,CAVA D,,BALDA 2,,,False,Bourgogne Chardonnay 2022 Domaine de Montille x1,Bourgogne Chardonnay 2022 Domaine de Montille,1,x1,,Bourgogne Chardonnay 2022 Domaine de Montille x1,I0138,1,1,Bourgogne Chardonnay 2022 Domaine de Montille x1,Bourgogne Chardonnay 2022 Domaine de Montille,1,x1,
177,210,ITEM,CAVA D,,BALDA 2,,,False,"Mersault Perrieres, Premier Cru 2022 Domaine Louis Jadot x1","Mersault Perrieres, Premier Cru 2022 Domaine Louis Jadot",1,x1,,"Mersault Perrieres, Premier Cru 2022 Domaine Louis Jadot x1",I0139,1,1,"Mersault Perrieres, Premier Cru 2022 Domaine Louis Jadot x1","Mersault Perrieres, Premier Cru 2022 Domaine Louis Jadot",1,x1,
178,211,ITEM,CAVA D,,BALDA 2,,,False,Pedra de Guix Terroir Al Límit Soc. Lda. Priorat 2022 x1,Pedra de Guix Terroir Al Límit Soc. Lda. Priorat 2022,1,x1,,Pedra de Guix Terroir Al Límit Soc. Lda. Priorat 2022 x1,I0140,1,1,Pedra de Guix Terroir Al Límit Soc. Lda. Priorat 2022 x1,Pedra de Guix Terroir Al Límit Soc. Lda. Priorat 2022,1,x1,
179,212,ITEM,CAVA D,,BALDA 2,,,False,Tenuta Delle Terre Nere Etna Bianco Calderara Sottana 2023 x1,Tenuta Delle Terre Nere Etna Bianco Calderara Sottana 2023,1,x1,,Tenuta Delle Terre Nere Etna Bianco Calderara Sottana 2023 x1,I0141,1,1,Tenuta Delle Terre Nere Etna Bianco Calderara Sottana 2023 x1,Tenuta Delle Terre Nere Etna Bianco Calderara Sottana 2023,1,x1,
180,214,BALDA,CAVA D,,BALDA 3,,,,,,,,,BALDA 3,,,,,,,,
181,215,ITEM,CAVA D,,BALDA 3,,,False,Capficat 2019 Xarello  Celer Credo x2,Capficat 2019 Xarello  Celer Credo,2,x2,,Capficat 2019 Xarello  Celer Credo x2,I0142,1,1,Capficat 2019 Xarello  Celer Credo x2,Capficat 2019 Xarello  Celer Credo,2,x2,
182,216,ITEM,CAVA D,,BALDA 3,,,False,Chablis 2019 x1,Chablis 2019,1,x1,,Chablis 2019 x1,I0143,1,1,Chablis 2019 x1,Chablis 2019,1,x1,
183,217,ITEM,CAVA D,,BALDA 3,,,False,Les Romains 2023 Sancerre x2,Les Romains 2023 Sancerre,2,x2,,Les Romains 2023 Sancerre x2 ,I0144,1,1,Les Romains 2023 Sancerre x2,Les Romains 2023 Sancerre,2,x2,
184,218,ITEM,CAVA D,,BALDA 3,,,False,Chablis Premier Cru 2022 Montmains Bessin- Tremblay x1,Chablis Premier Cru 2022 Montmains Bessin- Tremblay,1,x1,,Chablis Premier Cru 2022 Montmains Bessin- Tremblay x1,I0145,1,1,Chablis Premier Cru 2022 Montmains Bessin- Tremblay x1,Chablis Premier Cru 2022 Montmains Bessin- Tremblay,1,x1,
185,219,ITEM,CAVA D,,BALDA 3,,,False,Tete De Cuvee Chateau -Fuisse x1,Tete De Cuvee Chateau -Fuisse,1,x1,,Tete De Cuvee Chateau -Fuisse x1,I0146,1,1,Tete De Cuvee Chateau -Fuisse x1,Tete De Cuvee Chateau -Fuisse,1,x1,
186,221,BALDA,CAVA D,,BALDA 4,,,,,,,,,BALDA 4,,,,,,,,
187,222,ITEM,CAVA D,,BALDA 4,,,False,Castelcerino 2024 Filippi x2,Castelcerino 2024 Filippi,2,x2,,Castelcerino 2024 Filippi x2,I0147,1,1,Castelcerino 2024 Filippi x2,Castelcerino 2024 Filippi,2,x2,
188,223,ITEM,CAVA D,,BALDA 4,,,False,Kuhling-Gillot 2020 Hipping x2,Kuhling-Gillot 2020 Hipping,2,x2,,Kuhling-Gillot 2020 Hipping x2,I0148,1,1,Kuhling-Gillot 2020 Hipping x2,Kuhling-Gillot 2020 Hipping,2,x2,
189,224,ITEM,CAVA D,,BALDA 4,,,False,Battenfeld Spanierd 2020 Riesling x1,Battenfeld Spanierd 2020 Riesling,1,x1,,Battenfeld Spanierd 2020 Riesling x1 ,I0149,1,1,Battenfeld Spanierd 2020 Riesling x1,Battenfeld Spanierd 2020 Riesling,1,x1,
190,225,ITEM,CAVA D,,BALDA 4,,,False,Clos Des Papes Paul avril 2023 x1,Clos Des Papes Paul avril 2023,1,x1,,Clos Des Papes Paul avril 2023 x1,I0150,1,1,Clos Des Papes Paul avril 2023 x1,Clos Des Papes Paul avril 2023,1,x1,
191,226,ITEM,CAVA D,,BALDA 4,,,False,Praepositvs Riesling 2022 x1,Praepositvs Riesling 2022,1,x1,,Praepositvs Riesling 2022 x1 ,I0151,1,1,Praepositvs Riesling 2022 x1,Praepositvs Riesling 2022,1,x1,
192,227,ITEM,CAVA D,,BALDA 4,,,False,Joseph Drouhin Chassagne-Montrachet Premier Cru Morgeot x1,Joseph Drouhin Chassagne-Montrachet Premier Cru Morgeot,1,x1,,Joseph Drouhin Chassagne-Montrachet Premier Cru Morgeot x1,I0152,1,1,Joseph Drouhin Chassagne-Montrachet Premier Cru Morgeot x1,Joseph Drouhin Chassagne-Montrachet Premier Cru Morgeot,1,x1,
193,228,ITEM,CAVA D,,BALDA 4,,,False,Sohieferterrassen 2019 x1,Sohieferterrassen 2019,1,x1,,Sohieferterrassen 2019 x1,I0153,1,1,Sohieferterrassen 2019 x1,Sohieferterrassen 2019,1,x1,
194,230,BALDA,CAVA D,,BALDA 5,,,,,,,,,BALDA 5,,,,,,,,
195,231,ITEM,CAVA D,,BALDA 5,,,False,Joseph Drouhin Beaune Clos des Mouches 2022,Joseph Drouhin Beaune Clos des Mouches 2022,,,,Joseph Drouhin Beaune Clos des Mouches 2022 ,I0154,1,2,Joseph Drouhin Beaune Clos des Mouches 2022 X1,Joseph Drouhin Beaune Clos des Mouches 2022,1,X1,
196,232,ITEM,CAVA D,,BALDA 5,,,False,X1,,1,X1,,X1,I0154,2,2,Joseph Drouhin Beaune Clos des Mouches 2022 X1,Joseph Drouhin Beaune Clos des Mouches 2022,1,X1,
197,233,ITEM,CAVA D,,BALDA 5,,,False,Meo-Camuzet Grand Cru Corton- Charlemagne 2022 x1,Meo-Camuzet Grand Cru Corton- Charlemagne 2022,1,x1,,Meo-Camuzet Grand Cru Corton- Charlemagne 2022 x1,I0155,1,1,Meo-Camuzet Grand Cru Corton- Charlemagne 2022 x1,Meo-Camuzet Grand Cru Corton- Charlemagne 2022,1,x1,
198,234,ITEM,CAVA D,,BALDA 5,,,False,Meursault 2022 Domaine Michel Lafarge x1,Meursault 2022 Domaine Michel Lafarge,1,x1,,Meursault 2022 Domaine Michel Lafarge x1,I0156,1,1,Meursault 2022 Domaine Michel Lafarge x1,Meursault 2022 Domaine Michel Lafarge,1,x1,
199,235,ITEM,CAVA D,,BALDA 5,,,False,Chablis 2023 Domaine TRIBUT x1,Chablis 2023 Domaine TRIBUT,1,x1,,Chablis 2023 Domaine TRIBUT x1 ,I0157,1,1,Chablis 2023 Domaine TRIBUT x1,Chablis 2023 Domaine TRIBUT,1,x1,
200,236,ITEM,CAVA D,,BALDA 5,,,False,Borgogne Cuvee Saint -Vincent  Chardonnay 2023 x2,Borgogne Cuvee Saint -Vincent  Chardonnay 2023,2,x2,,Borgogne Cuvee Saint -Vincent  Chardonnay 2023 x2,I0158,1,1,Borgogne Cuvee Saint -Vincent  Chardonnay 2023 x2,Borgogne Cuvee Saint -Vincent  Chardonnay 2023,2,x2,
201,237,ITEM,CAVA D,,BALDA 5,,,False,Temerán Malvasía Volcánica  2024 x1,Temerán Malvasía Volcánica  2024,1,x1,,Temerán Malvasía Volcánica  2024 x1,I0159,1,1,Temerán Malvasía Volcánica  2024 x1,Temerán Malvasía Volcánica  2024,1,x1,
202,238,ITEM,CAVA D,,BALDA 5,,,False,Lágrima Canela 2020 Bressia Argentina x1,Lágrima Canela 2020 Bressia Argentina,1,x1,,Lágrima Canela 2020 Bressia Argentina x1,I0160,1,1,Lágrima Canela 2020 Bressia Argentina x1,Lágrima Canela 2020 Bressia Argentina,1,x1,
